订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因
DD202401302,2024-08-09,拼多多,P045,金龙鱼 食用油5L,89.9,2.0,179.8,U0391,陕西,已发货,食品,2.0,圆通,4.0,2024/8/11,,
DD202400951,2024-02-18,抖音,P035,欧莱雅 洗面奶 ,129,1.0,,U0591,湖南,已完成,美妆个护,3.0,邮政,6.0,2024-02-21,2024-02-27,
DD202400436,20241201,抖音,P021,米家扫地机器人,¥1599,-3.0,-4797.0,U1339,江苏,已退款,家电,,,,,,不想要了
DD202403779,2024-08-18,天猫,P019,海尔 10kg 滚筒洗衣机 ,1899,5.0,9495.0,U1099,湖北,已完成,家电,3.0,邮政,6.0,2024-08-21,2024-08-24,
DD202400946,2024-08-22,天猫,P017,得力文件夹,¥15.9,3.0,47.7,U0260,上海,已取消,电脑办公,,,,,,
DD202402048,,京东,P032,太平鸟 牛仔裤,259,5.0,1295.0,U1411,黑龙江,待发货,服饰,,,,,,
DD202403827,2024-11-04,天猫,P022,苏泊尔电饭煲,¥299,5.0,1495.0,U1211,海南,已完成,家电,1.0,顺丰,3.0,2024-11-05,2024-11-06,
DD202402524,2024/4/19,天猫,P048,公牛插线板,49.9,1.0,49.9,U0758,浙江,待发货,家居日用,,,,,,
DD202403509,2024-10-27,拼多多,P007,AirPods Pro 2,,4.0,,U0670,北京,已完成,手机数码,2.0,中通,4.0,2024/10/29,2024-10-31,
DD202401995,2024/5/18,天猫,P032,太平鸟 牛仔裤,¥259,4.0,518.0,U0300,浙江,待发货,服饰,,,,,,
DD202400440,2024-12-07,天猫,P026,小米电视 65寸 ,2999,1.0,2999.0,U0550,浙江,已发货,家电,2.0,中通,4.0,2024-12-08,,
DD202404266,2024/11/17,抖音,P036,云南白药 牙膏,39.9,4.0,159.6,U0886,湖北,待发货,美妆个护,,,,,,
DD202401438,2024/9/1,拼多多,P038,全棉时代 洗脸巾,¥49.9,1.0,49.9,U0480,山东,待发货,美妆个护,,,,,,
DD202402786,2024-01-15,天猫,P047,全棉时代 浴巾 ,79,3.0,237.0,U0920,湖北,已发货,家居日用,1.0,顺丰,3.0,2024-01-16,,
DD202404740,2024-03-06,微信小程序,P012,机械键盘 87键,¥199,4.0,796.0,U1143,云南,已完成,电脑办公,1.0,京东物流,3.0,2024-03-07,2024/3/9,
DD202404709,2024-12-05,京东,P004,小米 14 12+256G,¥4299,5.0,21495.0,U1423,广东,已完成,手机数码,2.0,圆通,4.0,2024-12-07,2024-12-11,
DD202400009,2024-09-09,微信小程序,P048,公牛 插线板,49.9,3.0,149.7,U0063,福建,已完成,家居日用,2.0,圆通,4.0,2024-09-11,2024-09-15,
DD202401485,2024-12-07,天猫,P009,小米手环8 ,249,1.0,249.0,U1269,山东,已取消,手机数码,,,,,,
DD202403877,2024/11/17,京东,P003,华为 Mate 60 Pro,,0.0,,U0063,福建,已完成,手机数码,2.0,圆通,4.0,2024-11-18,2024-11-23,
DD202403307,2024/8/25,微信小程序,P049,苏泊尔 炒锅,159,4.0,,U0597,广西,已完成,家居日用,1.0,顺丰,3.0,2024-08-26,2024/8/29,
DD202400719,2024-09-24,抖音,P045,金龙鱼 食用油5L ,89.9,-1.0,-89.9,U1146,上海,已退款,食品,,,,,,价格保护
DD202403663,2024-11-10,京东,P006,redmi k70,¥2499,-3.0,-7497.0,U0195,陕西,已退款,手机数码,,,,,,质量问题
DD202404521,2024-07-13,拼多多,P036,云南白药 牙膏,39.9,5.0,199.5,U0361,广东,已完成,美妆个护,1.0,顺丰,3.0,2024-07-14,2024-07-16,
DD202402258,2024-07-10,微信小程序,P012,机械键盘 87键 ,199,3.0,597.0,U1403,安徽,待发货,电脑办公,,,,,,
DD202401780,2024/11/22,天猫,P041,蒙牛 纯牛奶24盒 ,69.9,1.0,69.9,U0180,浙江,已完成,食品,1.0,顺丰,3.0,2024-11-23,2024-11-24,
DD202402076,2024-02-16,京东,P042,农夫山泉 矿泉水,36,1.0,36.0,U1290,福建,已完成,食品,3.0,邮政,6.0,2024-02-19,2024-02-26,
DD202400640,2024-12-18,京东,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U1458,湖北,已完成,美妆个护,1.0,顺丰,3.0,2024-12-19,2024/12/23,
DD202401633,2024-02-11,京东,P037,海飞丝 洗发水 ,59.9,1.0,59.9,U0831,浙江,待发货,美妆个护,,,,,,
DD202402551,2024-08-14,抖音,P027,优衣库圆领T恤,79,1.0,79.0,U1468,北京,已完成,服饰,1.0,京东物流,3.0,2024-08-16,2024/8/17,
DD202400432,2024-11-01,天猫,P021,米家扫地机器人,1599,1.0,1599.0,U0237,黑龙江,已取消,家电,,,,,,
DD202400679,2024-07-30,抖音,P047,全棉时代浴巾,79,3.0,237.0,U1353,江苏,已完成,家居日用,1.0,顺丰,3.0,2024-07-31,2024-08-02,
DD202401460,2024-03-23,天猫,P004,小米1412+256G,4299,1.0,2149.5,U0992,重庆,待发货,手机数码,,,,,,
DD202400983,2024-11-26,天猫,P034,雅诗兰黛 小棕瓶,950,4.0,3800.0,U0044,安徽,已取消,美妆个护,,,,,,
DD202403508,2024-08-09,微信小程序,P043,星巴克 咖啡豆,¥128,2.0,256.0,U0938,广东,待发货,食品,,,,,,
DD202403255,2024-12-09,天猫,P038,全棉时代 洗脸巾,,5.0,,U0249,江苏,待发货,美妆个护,,,,,,
DD202403789,2024-04-17,京东,P008,索尼 WH-1000XM5 耳机,2399,3.0,7197.0,U0018,浙江,已发货,手机数码,1.0,京东物流,3.0,2024-04-18,,
DD202401059,2024-09-01,,P005,荣耀Magic6,3999,2.0,7998.0,U0549,辽宁,已完成,手机数码,1.0,京东物流,3.0,2024-09-02,2024-09-04,
DD202401724,2024/2/1,微信小程序,P008,索尼 wh-1000xm5 耳机,,1.0,,U1470,山东,已完成,手机数码,2.0,中通,4.0,2024/2/2,2024-02-06,
DD202401504,2024-11-12,天猫,P039,完美日记 口红,89,4.0,356.0,U0119,江苏,已完成,美妆个护,1.0,顺丰,3.0,2024-11-13,2024-11-14,
DD202403717,2024-07-25,天猫,P042,农夫山泉 矿泉水,36,1.0,36.0,U1302,江苏,已完成,食品,2.0,圆通,4.0,2024-07-27,2024/7/30,
DD202404724,2024/5/28,天猫,P019,海尔 10kg 滚筒洗衣机,1899,1.0,1899.0,U0626,湖南,已发货,家电,2.0,中通,4.0,2024-05-29,,
DD202402876,2024-02-27,拼多多,P021,米家扫地机器人,1599,2.0,3198.0,U0709,安徽,已取消,家电,,,,,,
DD202401361,2024-11-05,抖音,P033,兰蔻 小黑瓶精华,¥760,2.0,1520.0,U1451,广东,已取消,美妆个护,,,,,,
DD202400076,2024-10-12,京东,P002,iPhone15Pro256G,"8,999",4.0,35996.0,U1192,浙江,已完成,手机数码,1.0,顺丰,3.0,2024/10/13,2024-10-14,
DD202400326,20241211,京东,P032,太平鸟 牛仔裤,259,5.0,1295.0,U0881,江苏,已完成,服饰,1.0,顺丰,3.0,2024-12-12,2024-12-15,
DD202402784,2024-10-24,京东,P039,完美日记口红,89,1.0,89.0,U1331,山东,已发货,美妆个护,1.0,顺丰,3.0,2024-10-25,,
DD202400538,2024-06-01,拼多多,P002,iPhone 15 Pro 256G,¥8999,2.0,17998.0,U0373,河南,已完成,手机数码,2.0,圆通,4.0,2024-06-03,2024-06-05,
DD202403884,2024-09-21,拼多多,P020,格力 电风扇,199,4.0,796.0,U1298,湖北,已完成,家电,1.0,顺丰,3.0,2024-09-22,2024-09-23,
DD202401925,2024-04-23,拼多多,P017,得力 文件夹,15.9,2.0,31.8,U0354,河南,已完成,电脑办公,1.0,顺丰,3.0,2024-04-24,2024-04-26,
DD202402661,2024-12-29,天猫,P035,欧莱雅 洗面奶,129,4.0,516.0,U1091,江苏,已发货,美妆个护,2.0,圆通,4.0,2025-01-01,,
DD202401879,2024/2/9,微信小程序,,九阳破壁机,¥399,3.0,1197.0,U0844,上海,待发货,家电,,,,,,
DD202402817,2024-03-08,天猫,P010,小米 充电宝20000mAh,129,2.0,258.0,U1067,北京,已发货,手机数码,2.0,中通,4.0,2024-03-09,,
DD202400612,2024-12-03,京东,P044,良品铺子零食大礼包,139,2.0,,U1260,甘肃,已完成,食品,3.0,邮政,6.0,2024-12-05,2024-12-11,
DD202400029,2024/2/28,京东,P007,AirPodsPro2,1899,3.0,5697.0,U0801,北京,已取消,手机数码,,,,,,
DD202402767,2024-02-28,天猫,,全棉时代洗脸巾,¥49.9,3.0,149.7,U1051,江苏,已完成,美妆个护,1.0,顺丰,3.0,2024-02-29,2024-03-02,
DD202400894,2024-03-19,拼多多,P011,罗技 MX Master 3S 鼠标 ,699,3.0,2097.0,U0709,上海,已完成,电脑办公,2.0,圆通,4.0,2024-03-21,2024-03-24,
DD202401649,2024/12/27,抖音,,得力 文件夹,15.9,3.0,47.7,U1135,福建,已完成,电脑办公,1.0,顺丰,3.0,2024-12-28,2024-12-29,
DD202404056,2024-08-30,京东,P011,罗技MXMaster3S鼠标,¥699,1.0,699.0,U1124,广东,待发货,电脑办公,,,,,,
DD202404542,2024-11-15,天猫,P009,小米手环8,249,3.0,747.0,U0333,广东,已完成,手机数码,2.0,中通,4.0,2024-11-17,2024-11-20,
DD202404788,2024-10-14,拼多多,P029,阿迪达斯 运动外套,¥599,1.0,599.0,U1276,河北,已完成,服饰,2.0,中通,4.0,2024-10-16,2024/10/19,
DD202403804,2024/5/29,京东,P022,苏泊尔电饭煲 ,299,3.0,897.0,U1057,辽宁,已完成,家电,2.0,中通,4.0,2024-05-31,2024/6/3,
DD202404213,20240302,抖音,P032,太平鸟 牛仔裤,259,-2.0,-259.0,U0259,湖北,已退款,服饰,,,,,,七天无理由
DD202404791,2024-12-29,天猫,P044,良品铺子 零食大礼包,139,2.0,278.0,U0832,河南,已发货,食品,1.0,顺丰,3.0,2024-12-30,,
DD202403430,2024-10-14,天猫,P023,九阳破壁机,399,4.0,1596.0,U1266,陕西,已发货,家电,1.0,京东物流,3.0,2024/10/15,,
DD202401216,2024-03-03,天猫,P044,良品铺子零食大礼包,139,3.0,417.0,U0682,广东,已完成,食品,2.0,中通,4.0,2024-03-05,2024-03-08,
DD202403493,2024/1/26,天猫,P007,AirPods Pro 2,¥1899,2.0,3798.0,,浙江,已完成,手机数码,1.0,顺丰,3.0,2024-01-27,2024-01-29,
DD202400050,20241108,微信小程序,P027,优衣库 圆领T恤,¥79,4.0,316.0,U1025,重庆,已完成,服饰,1.0,京东物流,3.0,2024-11-09,2024-11-11,
DD202401618,2024-08-29,天猫,P046,网易严选 保温杯,99,1.0,99.0,U1409,广东,已完成,家居日用,2.0,圆通,4.0,2024-08-31,2024-09-05,
DD202401122,2024-02-07,京东,P045,金龙鱼食用油5L,89.9,4.0,359.6,U0487,浙江,已完成,食品,1.0,顺丰,3.0,2024-02-08,2024/2/12,
DD202403013,2024-11-25,拼多多,P019,海尔 10kg 滚筒洗衣机,"1,899",1.0,1899.0,U0748,上海,已完成,家电,2.0,中通,4.0,2024-11-27,2024-11-29,
DD202401612,2024-08-29,京东,P011,罗技 MX Master 3S 鼠标 ,699,4.0,2796.0,U1435,四川,已取消,电脑办公,,,,,,
DD202400168,2024-07-06,拼多多,P008,索尼 WH-1000XM5 耳机,¥2399,4.0,9596.0,U0296,广东,已完成,手机数码,1.0,京东物流,3.0,2024-07-08,2024-07-09,
DD202403102,2024-04-19,抖音,P029,阿迪达斯 运动外套,¥599,3.0,1797.0,U1362,湖北,已完成,服饰,2.0,中通,4.0,2024/4/20,2024-04-23,
DD202402343,2024-11-17,拼多多,P009,小米手环8,¥249,1.0,249.0,U0135,河南,待发货,手机数码,,,,,,
DD202404635,2024/4/19,京东,P036,云南白药 牙膏,39.9,5.0,199.5,U0841,四川,已发货,美妆个护,2.0,中通,4.0,2024/4/21,,
DD202402716,2024/8/4,京东,P048,公牛插线板,¥49.9,-2.0,-99.8,U0121,四川,已退款,家居日用,,,,,,物流太慢
DD202403892,2024-12-24,天猫,P001,iPhone 15 128G,5999,4.0,23996.0,U1008,四川,已完成,手机数码,1.0,京东物流,3.0,2024-12-25,2024-12-27,
DD202403657,2024-12-17,天猫,P037,海飞丝 洗发水,¥59.9,5.0,299.5,U0331,广东,已完成,美妆个护,2.0,中通,4.0,2024-12-19,2024-12-22,
DD202404517,2024-04-07,天猫,P021,米家扫地机器人,1599,4.0,6396.0,U1311,江苏,已完成,家电,2.0,中通,4.0,2024-04-09,2024-04-12,
DD202401822,2024-06-01,京东,P008,索尼 wh-1000xm5 耳机,2399,2.0,4798.0,U0526,四川,已完成,手机数码,1.0,顺丰,3.0,2024/6/2,2024-06-04,
DD202402369,2024-01-16,京东,P032,太平鸟 牛仔裤,259,2.0,518.0,U1479,贵州,已取消,服饰,,,,,,
DD202401982,20240408,天猫,P028,李宁跑步鞋,399,4.0,798.0,U0128,江苏,已完成,服饰,1.0,京东物流,3.0,2024-04-09,2024-04-10,
DD202400169,2024-03-18,拼多多,P049,苏泊尔炒锅,159,2.0,318.0,U0367,广东,已完成,家居日用,1.0,顺丰,3.0,2024-03-19,2024/3/21,
DD202404608,2024/11/30,天猫,P047,全棉时代 浴巾 ,79,2.0,158.0,U0476,河北,已完成,家居日用,1.0,京东物流,3.0,2024-12-01,2024-12-02,
DD202404579,2024-02-11,拼多多,P027,优衣库 圆领T恤,¥79,3.0,118.5,U0484,宁夏,已完成,服饰,2.0,中通,4.0,2024-02-13,2024/2/16,
DD202404602,2024-07-07,天猫,P041,蒙牛纯牛奶24盒,69.9,5.0,349.5,U0093,山东,已完成,食品,1.0,顺丰,3.0,2024-07-08,2024-07-11,
DD202404639,2024-11-02,拼多多,P047,全棉时代 浴巾,79,4.0,316.0,U0136,广东,已完成,家居日用,1.0,京东物流,3.0,2024-11-03,2024-11-05,
DD202403659,2024-11-21,天猫,P038,全棉时代 洗脸巾,¥49.9,5.0,249.5,U1051,湖北,已完成,美妆个护,2.0,中通,4.0,2024-11-22,2024-11-25,
DD202404717,2024-09-19,天猫,P046,网易严选 保温杯,99,3.0,297.0,U1208,江苏,已发货,家居日用,2.0,圆通,4.0,2024-09-21,,
DD202401084,2024-04-09,京东,P003,华为 Mate 60 Pro,6999,2.0,13998.0,U0097,陕西,已完成,手机数码,1.0,顺丰,3.0,2024-04-10,2024-04-12,
DD202402976,2024-05-04,京东,P046,网易严选 保温杯,99,1.0,99.0,U0052,广东,已完成,家居日用,1.0,顺丰,3.0,2024-05-05,2024-05-06,
DD202401378,20240416,微信小程序,P015,华为平板 MatePad 11,2199,1.0,2199.0,U0992,湖北,已完成,电脑办公,1.0,顺丰,3.0,2024-04-17,2024-04-19,
DD202404174,2024/11/18,天猫,P027,优衣库圆领T恤,79,4.0,316.0,U0732,江苏,已发货,服饰,2.0,中通,4.0,2024-11-20,,
DD202401244,2024/12/13,京东,P008,索尼 WH-1000XM5 耳机 ,2399,0.0,,U0679,浙江,已完成,手机数码,2.0,圆通,4.0,2024-12-15,2024-12-18,
DD202403274,2024-10-10,抖音,P046,网易严选 保温杯,99,-3.0,-297.0,U1321,浙江,已退款,家居日用,,,,,,不想要了
DD202402955,2024/8/17,拼多多,P038,全棉时代 洗脸巾,¥49.9,5.0,249.5,U0243,浙江,已发货,美妆个护,2.0,圆通,4.0,2024-08-19,,
DD202404813,2024-05-16,微信小程序,P011,罗技MXMaster3S鼠标,699,4.0,2796.0,U0824,安徽,已完成,电脑办公,3.0,邮政,6.0,2024-05-19,2024-05-24,
DD202400043,2024-03-20,天猫,P042,农夫山泉 矿泉水,,3.0,,U0821,江苏,已完成,食品,1.0,顺丰,3.0,2024-03-21,2024-03-22,
DD202400249,2024/1/9,抖音,P046,网易严选 保温杯,¥99,0.0,,U0229,广东,已退款,家居日用,,,,,,质量问题
DD202401726,2024-06-16,京东,P037,海飞丝 洗发水,59.9,1.0,59.9,U0098,吉林,已完成,美妆个护,1.0,京东物流,3.0,2024/6/17,2024-06-19,
DD202403834,2024-12-01,天猫,P032,太平鸟 牛仔裤,259,4.0,1036.0,U0864,湖北,已完成,服饰,1.0,顺丰,3.0,2024-12-02,2024-12-03,
DD202402883,2024-08-17,京东,P002,iPhone15Pro256G,8999,1.0,8999.0,U1061,山东,已完成,手机数码,1.0,京东物流,3.0,2024/8/18,2024-08-20,
DD202400691,2024-08-23,天猫,P045,金龙鱼 食用油5L,¥89.9,4.0,359.6,U0102,河北,已发货,食品,2.0,中通,4.0,2024-08-25,,
DD202403485,2024-05-02,天猫,P017,得力 文件夹,15.9,1.0,15.9,U0624,上海,已完成,电脑办公,1.0,京东物流,3.0,2024-05-03,2024-05-05,
DD202402563,2024-03-18,天猫,P017,得力 文件夹,15.9,5.0,79.5,U1148,湖南,待发货,电脑办公,,,,,,
DD202402160,2024-07-22,天猫,P042,农夫山泉 矿泉水 ,36,4.0,144.0,U1480,湖北,已取消,食品,,,,,,
DD202404700,2024-12-24,拼多多,P001,iPhone 15 128G,5999,1.0,5999.0,U1333,湖南,已完成,手机数码,1.0,顺丰,3.0,2024-12-25,2024-12-27,
DD202404021,2024-11-03,京东,P044,良品铺子 零食大礼包 ,,-1.0,,U1230,福建,已退款,食品,,,,,,七天无理由
DD202404483,2024-04-16,京东,P038,全棉时代 洗脸巾,49.9,5.0,124.75,U0619,广东,已发货,美妆个护,3.0,邮政,6.0,2024-04-18,,
DD202401843,2024/11/30,微信小程序,P008,索尼 wh-1000xm5 耳机,2399,4.0,9596.0,U1128,上海,已完成,手机数码,1.0,京东物流,3.0,2024-12-01,2024-12-04,
DD202402965,2024-12-02,京东,,农夫山泉 矿泉水,¥36,3.0,108.0,U0747,江苏,已完成,食品,1.0,京东物流,3.0,2024-12-03,2024-12-06,
DD202404779,2024/4/23,天猫,P007,AirPods Pro 2,1899,5.0,9495.0,U1004,福建,待发货,手机数码,,,,,,
DD202400641,2024-10-29,拼多多,P033,兰蔻 小黑瓶精华,760,-1.0,-760.0,U0081,江苏,已退款,美妆个护,,,,,,物流太慢
DD202403120,2024/6/22,京东,P050,宜家 收纳箱,69,3.0,207.0,U0484,甘肃,已完成,家居日用,1.0,顺丰,3.0,2024-06-23,2024-06-25,
DD202402419,2024-09-19,天猫,P034,雅诗兰黛 小棕瓶,¥950,2.0,1900.0,U0971,江西,已完成,美妆个护,1.0,京东物流,3.0,2024/9/20,2024-09-22,
DD202401185,2024-11-01,天猫,P017,得力 文件夹 ,15.9,4.0,63.6,U1198,重庆,已完成,电脑办公,2.0,圆通,4.0,2024-11-03,2024-11-06,
DD202402925,2024-05-01,天猫,P041,蒙牛 纯牛奶24盒,69.9,2.0,139.8,U1189,福建,已完成,食品,1.0,顺丰,3.0,2024/5/2,2024-05-03,
DD202400284,2024-01-15,抖音,P009,小米手环8,249,1.0,249.0,U0782,江苏,已发货,手机数码,1.0,京东物流,3.0,2024/1/16,,
DD202401584,2024/12/12,抖音,P007,AirPods Pro 2,1899,-1.0,-1899.0,U0313,山东,已退款,手机数码,,,,,,七天无理由
DD202403324,2024-03-14,,P044,良品铺子 零食大礼包,139,-1.0,-139.0,U0360,浙江,已退款,食品,,,,,,七天无理由
DD202403814,2024-02-02,微信小程序,P038,全棉时代洗脸巾,49.9,-1.0,-49.9,U1271,四川,已退款,美妆个护,,,,,,七天无理由
DD202400861,2024-02-20,抖音,P042,农夫山泉 矿泉水,36,-3.0,-108.0,U1476,四川,已退款,食品,,,,,,质量问题
DD202401748,2024-11-09,抖音,,苏泊尔电饭煲,¥299,5.0,1495.0,U0406,天津,已取消,家电,,,,,,
DD202400954,2024-11-01,拼多多,P032,太平鸟 牛仔裤,259,3.0,,U1145,浙江,已完成,服饰,1.0,顺丰,3.0,2024-11-02,2024-11-05,
DD202404099,2024-04-07,天猫,P046,网易严选 保温杯,99,1.0,99.0,U1378,广东,已完成,家居日用,1.0,京东物流,3.0,2024-04-08,2024-04-09,
DD202402934,2024-02-28,天猫,P021,米家扫地机器人,¥1599,1.0,1599.0,U0356,四川,已完成,家电,1.0,顺丰,3.0,2024-02-29,2024-03-02,
DD202401370,2024-06-08,京东,P044,良品铺子 零食大礼包,¥139,1.0,139.0,U0909,广东,已完成,食品,1.0,顺丰,3.0,2024-06-09,2024-06-10,
DD202401492,,拼多多,P015,华为平板 MatePad 11,2199,5.0,5497.5,U1482,河南,已完成,电脑办公,1.0,京东物流,3.0,,,
DD202402144,2024-12-14,天猫,P021,米家扫地机器人,1599,1.0,1599.0,U0967,湖南,已发货,家电,2.0,中通,4.0,2024-12-16,,
DD202402364,2024-04-07,拼多多,P023,九阳破壁机,399,4.0,1596.0,U1452,河北,已完成,家电,1.0,京东物流,3.0,2024-04-08,2024-04-10,
DD202404072,2024-03-16,拼多多,P020,格力 电风扇,199,3.0,597.0,U1299,山东,已发货,家电,2.0,圆通,4.0,2024/3/18,,
DD202400906,2024-12-03,京东,P034,雅诗兰黛 小棕瓶,950,4.0,3800.0,U0437,江苏,已发货,美妆个护,1.0,顺丰,3.0,2024-12-04,,
DD202402578,2024-10-17,微信小程序,P023,九阳破壁机,399,1.0,399.0,U0131,辽宁,已完成,家电,1.0,顺丰,3.0,2024-10-18,2024-10-21,
DD202404815,2024-03-13,拼多多,P026,小米电视 65寸,2999,0.0,,U1406,天津,已退款,家电,,,,,,不想要了
DD202402118,20240617,京东,P015,华为平板 MatePad 11,¥2199,5.0,10995.0,U0222,浙江,已完成,电脑办公,1.0,京东物流,3.0,2024/6/18,2024-06-20,
DD202401989,2024/5/16,天猫,P021,米家扫地机器人,1599,1.0,1599.0,U0377,广东,已完成,家电,2.0,中通,4.0,2024-05-18,2024-05-24,
DD202404765,2024-06-02,京东,P018,美的1.5匹空调,2799,3.0,8397.0,U0650,江西,待发货,家电,,,,,,
DD202400300,2024-07-04,天猫,P011,罗技 MX Master 3S 鼠标 ,699,2.0,1398.0,U1009,浙江,已完成,电脑办公,3.0,邮政,6.0,2024-07-07,2024-07-13,
DD202401386,2024-06-22,京东,P007,AirPods Pro 2,¥1899,5.0,9495.0,U0290,广东,已完成,手机数码,2.0,中通,4.0,2024-06-23,2024-06-26,
DD202403736,2024-10-01,拼多多,P011,罗技 mx master 3s 鼠标,699,3.0,2097.0,U0624,北京,已完成,电脑办公,1.0,京东物流,3.0,2024-10-03,2024-10-06,
DD202404198,2024-03-14,京东,P046,网易严选 保温杯,99,3.0,297.0,U0691,河北,待发货,家居日用,,,,,,
DD202403760,2024-03-29,京东,P012,机械键盘 87键,199,2.0,398.0,U1169,山东,待发货,电脑办公,,,,,,
DD202404113,2024/9/26,拼多多,P007,AirPodsPro2,1899,5.0,9495.0,U1385,山东,待发货,手机数码,,,,,,
DD202402044,2024-08-27,京东,P046,网易严选 保温杯,99,2.0,198.0,U1141,河南,已完成,家居日用,1.0,顺丰,3.0,2024-08-28,2024-09-01,
DD202400232,2024-01-16,天猫,P020,格力 电风扇,199,0.0,,U0739,湖南,已完成,家电,1.0,京东物流,3.0,2024-01-17,2024-01-19,
DD202402693,2024-06-04,拼多多,P012,机械键盘 87键,199,1.0,199.0,U0230,安徽,已完成,电脑办公,1.0,顺丰,3.0,2024-06-05,2024-06-06,
DD202404561,20240714,京东,P007,AirPods Pro 2 ,¥1899,-3.0,-5697.0,U1277,天津,已退款,手机数码,,,,,,物流太慢
DD202404070,2024-08-27,拼多多,P045,金龙鱼 食用油5l,,1.0,,U1367,湖南,待发货,食品,,,,,,
DD202403810,2024/3/16,京东,P039,完美日记 口红,¥89,3.0,267.0,U0214,广东,已完成,美妆个护,1.0,顺丰,3.0,2024-03-17,2024-03-19,
DD202404590,2024-06-22,微信小程序,P019,海尔 10kg 滚筒洗衣机,1899,1.0,1899.0,U0216,安徽,已完成,家电,2.0,圆通,4.0,2024-06-25,2024-06-29,
DD202401075,2024-06-28,抖音,,罗技 MX Master 3S 鼠标,699,3.0,2097.0,U1007,浙江,已发货,电脑办公,2.0,圆通,4.0,2024-06-30,,
DD202402405,2024/5/7,拼多多,P018,美的 1.5匹空调 ,2799,5.0,13995.0,U1204,浙江,待发货,家电,,,,,,
DD202400280,2024-05-28,拼多多,P047,全棉时代 浴巾,79,1.0,79.0,U1450,天津,已完成,家居日用,1.0,顺丰,3.0,2024-05-29,2024/6/1,
DD202400491,2024-10-28,微信小程序,P045,金龙鱼 食用油5L,¥89.9,3.0,269.70000000000005,U0237,广东,已完成,食品,2.0,圆通,4.0,2024-10-30,2024-11-03,
DD202402787,2024-06-01,抖音,P043,星巴克 咖啡豆 ,128,4.0,512.0,U0875,山东,已取消,食品,,,,,,
DD202404805,2024-01-01,京东,P015,华为平板 MatePad 11,2199,5.0,10995.0,U1474,浙江,已完成,电脑办公,1.0,顺丰,3.0,2024-01-02,2024/1/5,
DD202400305,,天猫,P048,公牛 插线板,49.9,3.0,149.7,U1211,浙江,待发货,家居日用,,,,,,
DD202402617,2024/12/20,京东,P043,星巴克 咖啡豆,128,1.0,128.0,U0009,江苏,已发货,食品,1.0,顺丰,3.0,2024-12-21,,
DD202403465,2024-12-23,京东,P045,金龙鱼 食用油5L,89.9,4.0,359.6,U1169,四川,已完成,食品,2.0,中通,4.0,2024-12-25,2024-12-28,
DD202404503,2024-11-28,天猫,P039,完美日记 口红,89,1.0,89.0,U0987,广东,已发货,美妆个护,2.0,中通,4.0,2024-12-01,,
DD202401193,2024-05-09,天猫,P023,九阳破壁机,,2.0,,U0289,湖南,已完成,家电,2.0,中通,4.0,2024-05-11,2024-05-15,
DD202401919,2024-01-08,微信小程序,P008,索尼 wh-1000xm5 耳机,¥2399,2.0,4798.0,U0937,江苏,已发货,手机数码,2.0,圆通,4.0,2024/1/11,,
