订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因,原始日期,原金额,是否有效订单
DD202402659,2024-07-06,京东,P048,公牛 插线板,49.9,3.0,149.7,U0741,陕西,已完成,家居日用,2.0,圆通,4.0,2024-07-08,2024-07-10,,2024-07-06,149.7,True
DD202401704,2024-11-21,京东,P020,格力 电风扇,199.0,1.0,199.0,U0472,未知,已发货,家电,2.0,中通,4.0,2024-11-22,,,2024-11-21,199.0,True
DD202402967,2024-03-23,拼多多,P046,网易严选 保温杯,99.0,3.0,297.0,U0947,河南,已完成,家居日用,1.0,京东物流,3.0,2024-03-24,2024-03-26,,2024-03-23,297.0,True
DD202401009,2024-05-07,天猫,P035,欧莱雅 洗面奶,129.0,5.0,645.0,U1066,河北,已发货,美妆个护,2.0,中通,4.0,2024-05-09,,,2024-05-07,645.0,True
DD202401139,2024-02-05,微信小程序,P032,太平鸟 牛仔裤,259.0,1.0,259.0,U1054,江苏,已发货,服饰,1.0,顺丰,3.0,2024-02-06,,,2024-02-05,259.0,True
DD202402221,2024-11-25,拼多多,P012,机械键盘 87键,199.0,1.0,199.0,U1126,河北,待发货,电脑办公,,未知,,,,,2024/11/25,199.0,True
DD202401174,2024-07-30,抖音,P026,小米电视 65寸,2999.0,4.0,11996.0,U1081,福建,已完成,家电,1.0,顺丰,3.0,2024-07-31,2024-08-02,,2024-07-30,,True
DD202402925,2024-05-01,天猫,P041,蒙牛 纯牛奶24盒,69.9,2.0,139.8,U1189,福建,已完成,食品,1.0,顺丰,3.0,2024-05-02,2024-05-03,,2024-05-01,139.8,True
DD202402560,2024-12-08,天猫,P018,美的 1.5匹空调,2799.0,4.0,11196.0,U0967,四川,已取消,家电,,未知,,,,,2024-12-08,11196.0,False
DD202400005,2024-08-12,天猫,P027,优衣库 圆领t恤,79.0,4.0,316.0,U0131,广东,已完成,服饰,1.0,顺丰,3.0,2024-08-13,2024-08-16,,2024-08-12,316.0,True
DD202402568,2024-08-25,拼多多,P017,得力 文件夹,15.9,-1.0,-15.9,U1359,安徽,已退款,电脑办公,,未知,,,,七天无理由,2024-08-25,-15.9,False
DD202400610,2024-08-10,天猫,P048,公牛 插线板,49.9,3.0,149.7,U0383,山东,待发货,家居日用,,未知,,,,,2024-08-10,149.7,True
DD202401769,,拼多多,P003,华为 mate 60 pro,6999.0,-2.0,-13998.0,U0581,四川,已退款,手机数码,,未知,,,,质量问题,,-13998.0,False
DD202401556,2024-03-13,京东,P021,米家扫地机器人,1599.0,3.0,4797.0,U0065,天津,已完成,家电,1.0,京东物流,3.0,2024-03-14,2024-03-16,,2024-03-13,4797.0,True
DD202402186,2024-02-05,拼多多,P039,完美日记口红,89.0,-3.0,-267.0,U1136,安徽,已退款,美妆个护,,未知,,,,七天无理由,2024-02-05,-267.0,False
DD202401303,2024-03-27,天猫,P045,金龙鱼 食用油5L ,89.9,1.0,89.9,U0914,河南,已发货,食品,1.0,顺丰,3.0,2024-03-28,,,2024-03-27,89.9,True
DD202402374,2024-04-03,拼多多,P002,iPhone15Pro256G,8999.0,4.0,35996.0,U0108,辽宁,已完成,手机数码,3.0,邮政,6.0,2024-04-06,2024-04-09,,2024/4/3,35996.0,True
DD202401978,2024-10-14,拼多多,P036,云南白药 牙膏,39.9,2.0,79.8,U0319,山东,已完成,美妆个护,1.0,京东物流,3.0,2024-10-15,2024-10-19,,2024-10-14,79.8,True
DD202402595,2024-03-30,微信小程序,P036,云南白药 牙膏,39.9,3.0,119.69999999999999,U0714,广东,已完成,美妆个护,1.0,京东物流,3.0,2024-03-31,2024-04-02,,2024-03-30,119.7,True
DD202402057,2024-11-10,京东,P027,优衣库 圆领T恤,79.0,5.0,395.0,U0987,河南,已完成,服饰,3.0,邮政,6.0,2024-11-13,2024-11-16,,2024-11-10,395.0,True
DD202401565,2024-09-11,天猫,P021,米家扫地机器人 ,1599.0,5.0,7995.0,U0655,陕西,已发货,家电,2.0,中通,4.0,2024-09-12,,,2024-09-11,7995.0,True
DD202400811,2024-12-12,天猫,P022,苏泊尔电饭煲,299.0,3.0,897.0,U1194,辽宁,已完成,家电,1.0,顺丰,3.0,2024-12-13,2024-12-16,,2024-12-12,897.0,True
DD202401249,2024-05-22,京东,P016,得力 A4 打印纸,29.9,5.0,149.5,U0291,广东,待发货,电脑办公,,未知,,,,,2024-05-22,149.5,True
DD202402258,2024-07-10,微信小程序,P012,机械键盘 87键 ,199.0,3.0,597.0,U1403,安徽,待发货,电脑办公,,未知,,,,,2024-07-10,597.0,True
DD202400181,2024-03-28,京东,P043,星巴克 咖啡豆,128.0,5.0,640.0,未知,四川,已取消,食品,,未知,,,,,2024-03-28,640.0,False
DD202400173,2024-10-20,拼多多,P046,网易严选 保温杯,99.0,-3.0,-297.0,U0057,河南,已退款,家居日用,,未知,,,,质量问题,2024-10-20,-148.5,False
DD202402932,2024-02-20,天猫,P008,索尼 wh-1000xm5 耳机,2399.0,2.0,4798.0,未知,重庆,已完成,手机数码,3.0,邮政,6.0,2024-02-25,2024-02-28,,2024-02-20,4798.0,True
DD202401604,2024-02-05,天猫,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U1237,未知,已发货,美妆个护,1.0,顺丰,3.0,2024-02-06,,,2024-02-05,249.5,True
DD202400626,2024-10-29,拼多多,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U1273,山东,已完成,美妆个护,2.0,圆通,4.0,2024-10-30,2024-11-02,,2024-10-29,249.5,True
DD202401510,2024-11-24,天猫,P008,索尼WH-1000XM5耳机,2399.0,-3.0,-7197.0,U0479,安徽,已退款,手机数码,,未知,,,,不想要了,2024/11/24,-7197.0,False
DD202400764,2024-03-05,拼多多,P041,蒙牛 纯牛奶24盒 ,69.9,4.0,279.6,U1489,江苏,已完成,食品,1.0,顺丰,3.0,2024-03-06,2024-03-08,,2024-03-05,279.6,True
DD202400668,2024-11-30,拼多多,P040,三只松鼠 坚果礼盒,99.0,4.0,396.0,U0186,江苏,待发货,食品,,未知,,,,,2024-11-30,396.0,True
DD202400945,2024-03-10,京东,P007,airpods pro 2,1899.0,5.0,9495.0,U0787,浙江,已完成,手机数码,2.0,圆通,4.0,2024-03-12,2024-03-15,,2024/3/10,9495.0,True
DD202400867,2024-12-08,天猫,P023,九阳破壁机,399.0,4.0,1596.0,U1025,湖北,已取消,家电,,未知,,,,,2024-12-08,1596.0,False
DD202400821,2024-12-01,京东,P037,海飞丝 洗发水,59.9,2.0,119.8,U0905,江苏,已完成,美妆个护,2.0,圆通,4.0,2024-12-02,2024-12-06,,2024-12-01,119.8,True
DD202400818,2024-03-07,天猫,P046,网易严选 保温杯,99.0,5.0,495.0,U0715,广东,已完成,家居日用,2.0,圆通,4.0,2024-03-09,2024-03-13,,2024-03-07,495.0,True
DD202400702,2024-01-02,京东,P005,荣耀 magic6,3999.0,5.0,19995.0,U0193,湖南,待发货,手机数码,,未知,,,,,2024-01-02,19995.0,True
DD202401785,2024-09-27,天猫,P038,全棉时代洗脸巾,49.9,5.0,249.5,U1257,未知,已完成,美妆个护,3.0,邮政,6.0,2024-09-30,2024-10-07,,2024-09-27,249.5,True
DD202400698,2024-05-25,拼多多,P015,华为平板 matepad 11,2199.0,2.0,4398.0,U1256,山东,已完成,电脑办公,2.0,中通,4.0,2024-05-26,2024-05-28,,2024-05-25,4398.0,True
DD202402818,2024-11-23,京东,P023,九阳破壁机,399.0,4.0,1596.0,U1147,湖南,已发货,家电,2.0,中通,4.0,2024-11-26,,,2024-11-23,1596.0,True
DD202400041,2024-11-15,天猫,P017,得力 文件夹 ,15.9,1.0,15.9,U1069,福建,已完成,电脑办公,1.0,顺丰,3.0,2024-11-16,2024-11-18,,2024-11-15,15.9,True
DD202400004,2024-12-12,拼多多,P020,格力 电风扇,199.0,0.0,0.0,U0008,江苏,已完成,家电,2.0,圆通,4.0,2024-12-14,2024-12-16,,2024/12/12,,True
DD202401560,2024-11-19,拼多多,P046,网易严选 保温杯,99.0,2.0,198.0,U1281,江苏,已完成,家居日用,2.0,圆通,4.0,2024-11-22,2024-11-26,,2024/11/19,198.0,True
DD202401214,2024-12-18,抖音,未知,欧莱雅 洗面奶,129.0,1.0,129.0,U1044,安徽,已完成,美妆个护,2.0,中通,4.0,2024-12-19,2024-12-22,,2024/12/18,,True
DD202400679,2024-07-30,抖音,P047,全棉时代浴巾,79.0,3.0,237.0,U1353,江苏,已完成,家居日用,1.0,顺丰,3.0,2024-07-31,2024-08-02,,2024-07-30,237.0,True
DD202401281,2024-08-13,抖音,P021,米家扫地机器人,1599.0,1.0,1599.0,U1113,河南,已完成,家电,3.0,邮政,6.0,2024-08-15,2024-08-21,,2024-08-13,1599.0,True
DD202401405,2024-11-06,天猫,P017,得力 文件夹,15.9,3.0,47.7,U0120,福建,待发货,电脑办公,,未知,,,,,2024-11-06,47.7,True
DD202401956,2024-03-08,微信小程序,P027,优衣库 圆领T恤,79.0,1.0,79.0,U1098,江苏,已完成,服饰,3.0,邮政,6.0,2024-03-12,2024-03-17,,2024-03-08,79.0,True
DD202401859,2024-01-29,抖音,P003,华为 Mate 60 Pro,6999.0,4.0,27996.0,U1431,河北,已完成,手机数码,1.0,顺丰,3.0,2024-01-30,2024-01-31,,2024-01-29,27996.0,True
DD202402252,2024-05-23,天猫,P019,海尔 10kg 滚筒洗衣机,1899.0,1.0,1899.0,U0245,北京,待发货,家电,,未知,,,,,2024-05-23,1899.0,True
DD202402455,2024-11-09,拼多多,P035,欧莱雅 洗面奶,129.0,5.0,645.0,U1116,海南,待发货,美妆个护,,未知,,,,,2024-11-09,645.0,True
DD202402255,2024-11-26,京东,P026,小米电视65寸,2999.0,-2.0,-5998.0,U0988,江苏,已退款,家电,,未知,,,,质量问题,2024-11-26,-5998.0,False
DD202402963,2024-07-12,拼多多,P027,优衣库 圆领T恤,79.0,3.0,237.0,U0444,安徽,已发货,服饰,1.0,顺丰,3.0,2024-07-13,,,2024-07-12,237.0,True
DD202401489,2024-03-30,京东,未知,iPhone 15 Pro 256G,8999.0,5.0,44995.0,U0829,安徽,已完成,手机数码,1.0,顺丰,3.0,2024-03-31,2024-04-01,,2024-03-30,,True
DD202402669,2024-12-15,拼多多,P035,欧莱雅 洗面奶,129.0,2.0,258.0,U0532,贵州,已完成,美妆个护,3.0,邮政,6.0,2024-12-17,2024-12-22,,2024-12-15,258.0,True
DD202401828,2024-12-31,京东,P005,荣耀 Magic6,3999.0,5.0,19995.0,U1086,安徽,已发货,手机数码,1.0,京东物流,3.0,2025-01-01,,,2024/12/31,19995.0,True
DD202401004,2024-05-09,天猫,P037,海飞丝 洗发水 ,59.9,3.0,179.7,U0606,安徽,已发货,美妆个护,1.0,顺丰,3.0,2024-05-10,,,20240509,179.7,True
DD202400261,2024-12-08,抖音,P038,全棉时代 洗脸巾 ,49.9,4.0,199.6,U0584,广东,待发货,美妆个护,,未知,,,,,2024-12-08,199.6,True
DD202401472,2024-03-08,拼多多,P001,iPhone 15 128G,5999.0,3.0,17997.0,U1351,浙江,已完成,手机数码,1.0,顺丰,3.0,2024-03-09,2024-03-11,,20240308,8998.5,True
DD202402396,2024-12-02,天猫,P023,九阳破壁机 ,399.0,3.0,1197.0,U0480,安徽,已发货,家电,2.0,中通,4.0,2024-12-05,,,2024/12/2,1197.0,True
DD202400957,2024-05-30,拼多多,P018,美的 1.5匹空调,2799.0,1.0,2799.0,U0133,上海,已发货,家电,1.0,顺丰,3.0,2024-05-31,,,2024-05-30,2799.0,True
DD202401695,2024-03-24,拼多多,P023,九阳破壁机,399.0,3.0,1197.0,U1006,浙江,已完成,家电,1.0,京东物流,3.0,2024-03-25,2024-03-27,,2024-03-24,1197.0,True
DD202402564,2024-11-09,天猫,P047,全棉时代 浴巾,79.0,2.0,158.0,U0698,湖北,已完成,家居日用,1.0,顺丰,3.0,2024-11-10,2024-11-11,,20241109,158.0,True
DD202401988,2024-07-20,未知,P037,海飞丝 洗发水,59.9,5.0,299.5,U1427,辽宁,已取消,美妆个护,,未知,,,,,2024-07-20,299.5,False
DD202402539,2024-11-26,天猫,P018,美的 1.5匹空调,2799.0,3.0,8397.0,U1126,云南,已完成,家电,1.0,顺丰,3.0,2024-11-27,2024-11-28,,2024-11-26,8397.0,True
DD202402026,2024-05-05,天猫,P006,Redmi K70,2499.0,1.0,2499.0,U0188,重庆,待发货,手机数码,,未知,,,,,2024/5/5,2499.0,True
DD202400896,2024-10-06,京东,P019,海尔 10kg 滚筒洗衣机,1899.0,1.0,1899.0,U0636,四川,已完成,家电,2.0,圆通,4.0,2024-10-09,2024-10-12,,2024-10-06,1899.0,True
DD202402718,2024-11-01,天猫,P010,小米充电宝20000mAh,129.0,5.0,645.0,U0130,江苏,已取消,手机数码,,未知,,,,,2024-11-01,645.0,False
DD202401163,2024-11-11,天猫,P049,苏泊尔 炒锅 ,159.0,1.0,159.0,U0672,江苏,已发货,家居日用,2.0,中通,4.0,2024-11-14,,,2024-11-11,159.0,True
DD202401402,2024-02-17,京东,P004,小米 14 12+256G,4299.0,5.0,21495.0,U1052,福建,已完成,手机数码,1.0,京东物流,3.0,2024-02-18,2024-02-21,,2024-02-17,,True
DD202402325,2024-10-10,天猫,P027,优衣库圆领T恤,79.0,-2.0,-158.0,U0448,四川,已退款,服饰,,未知,,,,质量问题,2024-10-10,-158.0,False
DD202402096,,天猫,P011,罗技MXMaster3S鼠标,699.0,2.0,1398.0,U0629,广西,待发货,电脑办公,,未知,,,,,,1398.0,True
DD202400908,2024-08-29,天猫,P007,AirPodsPro2,1899.0,5.0,9495.0,U0111,安徽,已完成,手机数码,2.0,中通,4.0,2024-08-30,2024-09-03,,2024-08-29,9495.0,True
DD202400940,2024-01-02,天猫,P032,太平鸟 牛仔裤,259.0,2.0,518.0,U1387,浙江,已完成,服饰,1.0,顺丰,3.0,2024-01-03,2024-01-05,,2024-01-02,518.0,True
DD202400360,2024-11-11,拼多多,P041,蒙牛 纯牛奶24盒,69.9,2.0,139.8,U0778,江苏,已完成,食品,2.0,中通,4.0,2024-11-12,2024-11-15,,2024-11-11,139.8,True
DD202400224,2024-11-26,京东,P011,罗技MXMaster3S鼠标,,2.0,,U0284,湖北,待发货,电脑办公,,未知,,,,,2024/11/26,,True
DD202401705,2024-11-21,拼多多,P026,小米电视 65寸,2999.0,4.0,11996.0,U0924,新疆,待发货,家电,,未知,,,,,2024-11-21,11996.0,True
DD202400581,2024-04-09,天猫,P032,太平鸟 牛仔裤,259.0,3.0,777.0,U0226,北京,已发货,服饰,1.0,顺丰,3.0,2024-04-10,,,2024-04-09,777.0,True
DD202402133,2024-05-05,抖音,P018,美的 1.5匹空调,2799.0,1.0,2799.0,U1272,内蒙古,已完成,家电,2.0,中通,4.0,2024-05-06,2024-05-10,,2024-05-05,2799.0,True
DD202402793,2024-07-13,天猫,P020,格力电风扇,199.0,4.0,796.0,U0520,广东,已完成,家电,1.0,顺丰,3.0,2024-07-14,2024-07-16,,2024/7/13,796.0,True
DD202401942,2024-06-02,拼多多,P036,云南白药 牙膏,39.9,0.0,0.0,U0829,山西,已完成,美妆个护,1.0,京东物流,3.0,2024-06-03,2024-06-06,,2024-06-02,,True
DD202401116,2024-03-02,京东,P045,金龙鱼 食用油5L,89.9,3.0,269.70000000000005,U0766,浙江,已完成,食品,2.0,圆通,4.0,2024-03-04,2024-03-07,,2024-03-02,269.70000000000005,True
DD202401691,2024-10-24,天猫,P008,索尼 wh-1000xm5 耳机,2399.0,2.0,4798.0,U1256,广东,已完成,手机数码,3.0,邮政,6.0,2024-10-26,2024-10-31,,2024/10/24,4798.0,True
DD202402558,2024-11-26,天猫,P026,小米电视 65寸 ,2999.0,3.0,8997.0,U0967,湖南,已完成,家电,3.0,邮政,6.0,2024-11-28,2024-12-01,,2024-11-26,8997.0,True
DD202400333,2024-07-19,天猫,P046,网易严选保温杯,99.0,4.0,396.0,U0328,江苏,已发货,家居日用,1.0,京东物流,3.0,2024-07-20,,,2024-07-19,396.0,True
DD202400937,2024-07-19,京东,P028,李宁跑步鞋,399.0,4.0,1596.0,U0393,广东,已完成,服饰,1.0,京东物流,3.0,2024-07-20,2024-07-22,,2024-07-19,1596.0,True
DD202400827,2024-11-15,天猫,P040,三只松鼠坚果礼盒,99.0,1.0,99.0,U1095,安徽,已完成,食品,3.0,邮政,6.0,2024-11-20,2024-11-25,,2024-11-15,99.0,True
DD202402549,2024-03-30,抖音,P011,罗技 MX Master 3S 鼠标,699.0,5.0,3495.0,U0862,浙江,已发货,电脑办公,2.0,圆通,4.0,2024-03-31,,,2024-03-30,3495.0,True
DD202400686,2024-09-21,京东,未知,雅诗兰黛 小棕瓶,950.0,2.0,1900.0,U0348,安徽,已发货,美妆个护,1.0,京东物流,3.0,2024-09-22,,,2024-09-21,1900.0,True
DD202401512,2024-06-21,京东,P036,云南白药牙膏,39.9,3.0,119.69999999999999,U0823,江苏,已发货,美妆个护,3.0,邮政,6.0,2024-06-23,,,2024-06-21,119.7,True
DD202402456,2024-10-15,抖音,P042,农夫山泉 矿泉水,36.0,2.0,72.0,U0917,甘肃,已完成,食品,1.0,京东物流,3.0,2024-10-16,2024-10-19,,2024-10-15,72.0,True
DD202401664,2024-09-07,拼多多,P019,海尔 10kg 滚筒洗衣机,1899.0,5.0,9495.0,U0725,浙江,已完成,家电,1.0,京东物流,3.0,2024-09-08,2024-09-10,,2024-09-07,9495.0,True
DD202400767,2024-06-08,微信小程序,P030,南极人 棉袜5双装,29.9,4.0,119.6,U0792,重庆,已完成,服饰,2.0,圆通,4.0,2024-06-09,2024-06-11,,2024-06-08,119.6,True
DD202400274,2024-06-10,天猫,P007,AirPodsPro2,1899.0,2.0,3798.0,U0054,广东,待发货,手机数码,,未知,,,,,2024-06-10,3798.0,True
DD202402246,2024-11-25,拼多多,P039,完美日记口红,89.0,2.0,178.0,U0114,山西,已完成,美妆个护,1.0,顺丰,3.0,2024-11-26,2024-11-28,,2024-11-25,178.0,True
DD202401975,2024-04-19,拼多多,P005,荣耀 Magic6,3999.0,-1.0,-3999.0,U0767,福建,已退款,手机数码,,未知,,,,价格保护,2024-04-19,-3999.0,False
DD202401728,2024-12-02,京东,P027,优衣库 圆领t恤,79.0,1.0,79.0,U0261,福建,已完成,服饰,3.0,邮政,6.0,2024-12-05,2024-12-08,,2024-12-02,79.0,True
DD202402844,2024-08-17,天猫,P004,小米 14 12+256G,4299.0,-1.0,-4299.0,U1213,云南,已退款,手机数码,,未知,,,,七天无理由,2024-08-17,-4299.0,False
DD202401991,2024-06-08,微信小程序,P046,网易严选 保温杯,99.0,-2.0,-198.0,U0143,江苏,已退款,家居日用,,未知,,,,七天无理由,2024-06-08,-198.0,False
DD202402066,2024-11-14,天猫,P036,云南白药 牙膏,39.9,5.0,199.5,U1310,北京,已完成,美妆个护,1.0,京东物流,3.0,2024-11-15,2024-11-16,,2024-11-14,199.5,True
DD202401296,2024-11-04,抖音,P036,云南白药 牙膏,39.9,-1.0,-39.9,U0321,安徽,已退款,美妆个护,,未知,,,,七天无理由,2024-11-04,-39.9,False
DD202400550,2024-12-14,天猫,P045,金龙鱼 食用油5L,89.9,3.0,269.70000000000005,U0812,安徽,已完成,食品,2.0,中通,4.0,2024-12-15,2024-12-18,,2024-12-14,269.70000000000005,True
DD202402094,2024-11-03,抖音,P021,米家扫地机器人,1599.0,-3.0,-4797.0,U0296,浙江,已退款,家电,,未知,,,,物流太慢,20241103,-4797.0,False
DD202400349,2024-05-07,天猫,P047,全棉时代 浴巾,79.0,3.0,237.0,U1483,山东,已完成,家居日用,2.0,圆通,4.0,2024-05-09,2024-05-14,,2024-05-07,237.0,True
DD202400746,2024-08-10,京东,P029,阿迪达斯 运动外套,599.0,2.0,1198.0,U0380,云南,已完成,服饰,3.0,邮政,6.0,2024-08-12,2024-08-16,,2024-08-10,1198.0,True
DD202400267,2024-12-09,天猫,P046,网易严选 保温杯,99.0,3.0,297.0,U0076,北京,已取消,家居日用,,未知,,,,,2024-12-09,297.0,False
DD202400163,2024-12-14,天猫,P012,机械键盘 87键,199.0,4.0,796.0,U0384,河南,已取消,电脑办公,,未知,,,,,2024-12-14,796.0,False
DD202400654,2024-09-09,京东,P032,太平鸟 牛仔裤,259.0,0.0,0.0,U0236,广东,已发货,服饰,1.0,京东物流,3.0,2024-09-10,,,20240909,,True
DD202401712,2024-10-29,天猫,P022,苏泊尔电饭煲,299.0,5.0,1495.0,U0215,广东,已完成,家电,1.0,顺丰,3.0,2024-10-30,2024-11-01,,2024-10-29,1495.0,True
DD202402759,2024-12-27,天猫,P047,全棉时代 浴巾,79.0,4.0,316.0,U0270,福建,已完成,家居日用,3.0,邮政,6.0,2024-12-29,2025-01-01,,2024-12-27,316.0,True
DD202400963,2024-04-19,天猫,P008,索尼 WH-1000XM5 耳机,2399.0,2.0,4798.0,U0386,河南,已取消,手机数码,,未知,,,,,2024-04-19,4798.0,False
DD202400749,2024-10-30,天猫,P047,全棉时代 浴巾,79.0,4.0,316.0,U0661,陕西,已取消,家居日用,,未知,,,,,2024-10-30,316.0,False
DD202401053,2024-07-19,拼多多,P032,太平鸟牛仔裤,259.0,3.0,777.0,U1327,江苏,已完成,服饰,1.0,顺丰,3.0,2024-07-20,2024-07-23,,2024-07-19,777.0,True
DD202400309,2024-01-29,抖音,P030,南极人棉袜5双装,29.9,2.0,59.8,U1078,浙江,已发货,服饰,1.0,顺丰,3.0,2024-01-30,,,2024-01-29,59.8,True
DD202400931,2024-11-14,天猫,P040,三只松鼠 坚果礼盒,99.0,4.0,396.0,U0232,辽宁,已完成,食品,2.0,中通,4.0,2024-11-16,2024-11-21,,2024/11/14,396.0,True
DD202402954,,天猫,P039,完美日记口红,89.0,2.0,178.0,U1401,湖南,已完成,美妆个护,1.0,京东物流,3.0,,,,,178.0,True
DD202402432,,京东,P030,南极人 棉袜5双装,29.9,1.0,29.9,U0595,湖北,待发货,服饰,,未知,,,,,,29.9,True
DD202401715,2024-07-09,京东,P046,网易严选 保温杯,99.0,3.0,297.0,未知,广东,已完成,家居日用,2.0,中通,4.0,2024-07-11,2024-07-14,,2024-07-09,297.0,True
DD202400532,2024-09-19,拼多多,P006,Redmi K70,2499.0,5.0,12495.0,U1477,四川,已发货,手机数码,1.0,顺丰,3.0,2024-09-20,,,2024-09-19,12495.0,True
DD202402959,2024-05-14,京东,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U0368,江苏,已发货,美妆个护,2.0,圆通,4.0,2024-05-16,,,2024-05-14,199.6,True
DD202402087,2024-09-06,抖音,P019,海尔 10kg 滚筒洗衣机,1899.0,-3.0,-5697.0,U0209,广东,已退款,家电,,未知,,,,七天无理由,2024-09-06,-5697.0,False
DD202400121,2024-07-06,天猫,P039,完美日记 口红,89.0,4.0,356.0,U1189,河南,已完成,美妆个护,1.0,顺丰,3.0,2024-07-07,2024-07-09,,2024-07-06,356.0,True
DD202402808,2024-11-04,拼多多,P005,荣耀Magic6,3999.0,,,U0722,安徽,已完成,手机数码,1.0,顺丰,3.0,2024-11-05,2024-11-07,,2024-11-04,,True
DD202401272,2024-07-24,天猫,未知,南极人 棉袜5双装,29.9,4.0,119.6,U0187,浙江,已完成,服饰,1.0,京东物流,3.0,2024-07-25,2024-07-27,,2024-07-24,119.6,True
DD202402765,2024-06-08,拼多多,P011,罗技 MX Master 3S 鼠标,699.0,,,U1225,浙江,已完成,电脑办公,1.0,顺丰,3.0,2024-06-09,2024-06-10,,2024-06-08,,True
DD202400828,2024-08-30,京东,P048,公牛 插线板,,1.0,,U0052,湖南,已发货,家居日用,3.0,邮政,6.0,2024-09-03,,,2024-08-30,,True
DD202402525,2024-02-20,抖音,P049,苏泊尔 炒锅,159.0,-2.0,-318.0,U0658,四川,已退款,家居日用,,未知,,,,七天无理由,2024-02-20,-318.0,False
DD202401924,2024-05-20,抖音,P038,全棉时代洗脸巾,49.9,-1.0,-49.9,U0874,山东,已退款,美妆个护,,未知,,,,质量问题,2024/5/20,-24.95,False
DD202401566,2024-11-24,拼多多,未知,苏泊尔 炒锅,159.0,3.0,477.0,U0304,湖北,已完成,家居日用,1.0,顺丰,3.0,2024-11-25,2024-11-28,,2024-11-24,477.0,True
DD202401398,2024-02-10,抖音,P026,小米电视 65寸,,1.0,,U1007,湖北,已取消,家电,,未知,,,,,2024-02-10,,False
DD202402263,2024-03-26,天猫,P015,华为平板 MatePad 11 ,2199.0,1.0,2199.0,U0998,江苏,待发货,电脑办公,,未知,,,,,2024-03-26,2199.0,True
DD202401742,,拼多多,P039,完美日记 口红,89.0,5.0,445.0,未知,河南,已完成,美妆个护,3.0,邮政,6.0,,,,,445.0,True
DD202401662,2024-09-29,拼多多,P012,机械键盘 87键,199.0,,,U0587,湖南,已完成,电脑办公,2.0,圆通,4.0,2024-10-01,2024-10-04,,2024-09-29,,True
DD202401514,2024-12-15,京东,P026,小米电视 65寸,2999.0,2.0,5998.0,U0503,辽宁,已完成,家电,1.0,京东物流,3.0,2024-12-16,2024-12-20,,2024-12-15,5998.0,True
DD202402596,2024-10-14,拼多多,P050,宜家 收纳箱,69.0,4.0,276.0,U1106,四川,已完成,家居日用,2.0,圆通,4.0,2024-10-16,2024-10-19,,2024-10-14,276.0,True
DD202401436,2024-06-22,抖音,P035,欧莱雅洗面奶,129.0,1.0,129.0,U1500,湖北,待发货,美妆个护,,未知,,,,,2024/6/22,129.0,True
